,checking_account,duration,credit_history,credit_amount,saving_account,employment,installment_rete,sex,residence,property,age,credit,job,people,telephone,foreign_work,label,purpose_car,purpose_others,purpose_radio/TV,debtors_co-applicant,debtors_guarantors,debtors_none,installment_plans_bank,installment_plans_none,installment_plans_stores,housing_for free,housing_own,housing_rent
451,0,6,2,518,1,2,3,1,1,0,29,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
452,0,12,0,2759,1,4,2,0,4,1,34,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
453,0,24,2,2670,1,4,4,0,4,2,35,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
454,1,24,2,4817,1,3,2,0,3,1,31,1,2,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
455,0,24,2,2679,1,1,4,1,1,4,29,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
456,1,11,4,3905,1,2,2,0,2,0,36,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
457,1,12,2,3386,1,4,3,0,4,4,35,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
458,1,6,2,343,1,1,4,1,1,0,27,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
459,0,18,2,4594,1,1,3,0,2,2,32,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
460,1,36,2,3620,1,2,1,0,2,1,37,1,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
461,1,15,2,1721,1,1,2,0,3,0,36,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
462,2,12,2,3017,1,1,3,1,1,0,34,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
463,2,12,2,754,0,4,4,0,4,1,38,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
464,0,18,2,1950,1,3,4,0,1,2,34,2,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
465,1,24,2,2924,1,2,3,0,4,4,63,1,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
466,1,24,3,1659,1,1,4,1,2,2,29,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
467,0,48,3,7238,0,4,3,0,3,2,32,2,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
468,0,33,3,2764,1,2,2,1,2,2,26,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
469,0,24,3,4679,1,3,3,0,3,2,35,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
470,2,24,2,3092,2,1,3,0,2,2,22,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
471,1,6,2,448,1,1,4,1,4,1,23,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
472,1,9,2,654,1,2,4,0,3,2,28,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
473,0,6,2,1238,0,0,4,0,4,1,36,1,3,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
474,2,18,4,1245,1,2,4,0,2,2,33,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
475,1,18,0,3114,1,1,1,1,4,1,26,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
476,0,39,2,2569,3,2,4,0,4,2,24,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
477,3,24,2,5152,1,3,4,0,2,2,25,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
478,2,12,2,1037,2,3,3,0,4,0,39,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
479,1,15,4,1478,1,4,4,0,4,2,44,2,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
480,2,12,4,3573,1,2,1,1,1,0,23,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
481,2,24,2,1201,1,1,4,0,1,1,26,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
482,1,30,2,3622,4,4,4,1,4,1,57,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
483,0,15,3,960,4,3,3,1,2,1,30,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
484,0,12,4,1163,3,2,4,0,4,0,44,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
485,2,6,3,1209,1,0,4,0,4,1,47,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
486,0,12,2,3077,1,2,2,0,4,2,52,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
487,0,24,2,3757,1,4,4,1,4,4,62,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
488,0,10,2,1418,2,2,3,0,2,0,35,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
489,0,6,2,3518,1,2,2,0,3,1,26,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
490,0,12,4,1934,1,4,2,0,2,4,26,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
491,2,27,0,8318,1,4,2,1,4,4,42,2,3,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
492,0,6,4,1237,2,2,1,1,1,1,27,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
493,2,6,2,368,0,4,4,0,4,1,38,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
494,1,12,4,2122,1,2,3,0,2,0,39,2,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
495,1,24,2,2996,0,2,2,0,4,2,20,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
496,2,36,2,9034,2,1,4,0,1,4,29,1,3,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
497,0,24,4,1585,1,3,4,0,3,1,40,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
498,2,18,2,1301,1,4,4,0,2,0,32,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
499,3,6,4,1323,2,4,2,0,4,2,28,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
500,1,24,2,3123,1,1,4,1,1,1,27,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
501,1,36,2,5493,1,4,2,0,4,4,42,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
502,3,9,2,1126,2,4,2,0,4,0,49,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
503,2,24,4,1216,2,1,4,0,4,4,38,2,2,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
504,1,24,2,1207,1,1,4,1,4,1,24,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
505,0,10,2,1309,0,2,4,0,4,1,27,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
506,3,15,4,2360,3,2,2,0,2,2,36,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
507,2,15,1,6850,2,0,1,0,2,1,34,1,3,2,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
508,0,24,2,1413,1,2,4,0,2,1,28,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
509,0,39,2,8588,2,4,4,0,2,2,45,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
510,1,12,2,759,1,3,4,0,2,0,26,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
511,0,36,2,4686,1,2,2,0,2,4,32,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
512,3,15,2,2687,1,3,2,0,4,1,26,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
513,2,12,3,585,1,2,4,0,4,0,20,2,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
514,0,24,2,2255,0,1,4,0,1,1,54,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
515,1,6,4,609,1,3,4,1,3,1,37,2,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
516,1,6,4,1361,1,1,2,0,4,0,40,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
517,0,36,4,7127,1,1,2,1,4,1,23,2,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
518,1,6,2,1203,2,4,3,0,2,1,43,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
519,0,6,4,700,0,4,4,0,4,4,36,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
520,0,24,4,5507,1,4,3,0,4,4,44,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
521,1,18,2,3190,1,2,2,1,2,0,24,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
522,1,48,0,7119,1,2,3,0,4,4,53,2,2,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
523,0,24,2,3488,2,3,3,1,4,2,23,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
524,2,18,2,1113,1,2,4,1,4,0,26,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
525,2,26,2,7966,1,1,2,0,3,2,30,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
526,0,15,4,1532,2,2,4,1,3,2,31,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
527,0,4,4,1503,1,3,2,0,1,0,42,2,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
528,1,36,2,2302,1,2,4,0,4,2,31,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
529,1,6,2,662,1,1,3,0,4,0,41,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
530,2,36,2,2273,1,3,3,0,1,2,32,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
531,2,15,2,2631,2,2,2,1,4,2,28,2,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
532,0,12,3,1503,1,2,4,0,4,0,41,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
533,0,24,2,1311,2,3,4,0,3,1,26,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
534,0,24,2,3105,0,1,4,0,2,2,25,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
535,3,21,4,2319,1,1,2,0,1,2,33,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
536,1,6,2,1374,0,0,4,1,3,1,75,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
537,2,18,4,3612,1,4,3,1,4,1,37,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
538,1,48,2,7763,1,4,4,0,4,4,42,1,3,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
539,3,18,2,3049,1,1,1,1,1,1,45,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
540,2,12,2,1534,1,1,1,0,1,0,23,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
541,0,24,3,2032,1,4,4,0,4,4,60,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
542,1,30,2,6350,0,4,4,0,4,1,31,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
543,3,18,2,2864,1,2,2,0,1,0,34,1,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
544,0,12,4,1255,1,4,4,0,4,0,61,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
545,1,24,3,1333,1,0,4,0,2,0,43,2,2,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
546,0,24,4,2022,1,2,4,1,4,2,37,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
547,0,24,2,1552,1,3,3,0,1,2,32,1,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
548,1,12,1,626,1,2,4,1,4,0,24,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
549,0,48,4,8858,0,3,2,0,1,4,35,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
550,0,12,4,996,0,3,4,1,4,0,23,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
551,0,6,1,1750,3,4,2,0,4,1,45,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
552,1,48,2,6999,1,3,1,0,1,0,34,2,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
553,2,12,4,1995,2,1,4,0,1,2,27,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
554,2,9,2,1199,1,3,4,1,4,1,67,2,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
555,2,12,2,1331,1,1,2,0,1,2,22,1,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
556,2,18,0,2278,2,1,3,1,3,2,28,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
557,0,21,0,5003,0,2,1,1,4,1,29,2,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
558,1,24,1,3552,1,3,3,0,4,2,27,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
559,2,18,4,1928,1,1,2,0,2,0,31,2,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
560,1,24,2,2964,0,4,4,0,4,4,49,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
561,1,24,1,1546,1,3,4,0,4,2,24,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
562,3,6,3,683,1,1,2,1,1,1,29,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
563,2,36,2,12389,0,2,1,0,4,4,37,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
564,2,24,3,4712,0,2,4,0,2,1,37,2,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
565,2,24,3,1553,2,3,3,1,2,1,23,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
566,1,12,2,1372,1,3,2,0,3,2,36,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
567,0,24,4,2578,4,4,2,0,2,2,34,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
568,2,48,2,3979,0,3,4,0,1,2,41,2,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
569,1,48,2,6758,1,2,3,1,2,2,31,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
570,1,24,2,3234,1,1,4,1,4,0,23,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
571,0,30,4,5954,1,3,3,0,2,2,38,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
572,0,24,2,5433,0,0,2,1,4,1,26,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
573,1,15,2,806,1,2,4,1,4,1,22,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
574,2,9,2,1082,1,4,4,0,4,2,27,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
575,0,15,4,2788,1,3,2,1,3,2,24,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
576,2,12,2,2930,1,3,2,1,1,0,27,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
577,0,24,4,1927,0,2,3,1,2,2,33,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
578,2,36,4,2820,1,1,4,0,4,2,27,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
579,0,24,2,937,1,1,4,0,3,2,27,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
580,2,18,4,1056,1,4,3,0,3,0,30,2,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
581,2,12,4,3124,1,1,1,0,3,0,49,2,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
582,0,9,2,1388,1,2,4,1,2,0,26,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
583,2,36,2,2384,1,1,4,0,1,4,33,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
584,0,12,2,2133,0,4,4,1,4,4,52,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
585,1,18,2,2039,1,2,1,1,4,0,20,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
586,1,9,4,2799,1,2,2,0,2,0,36,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
587,1,12,2,1289,1,2,4,0,1,1,21,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
588,1,18,2,1217,1,2,4,0,3,0,47,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
589,1,12,4,2246,1,4,3,0,3,1,60,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
590,1,12,4,385,1,3,4,1,3,0,58,4,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
591,2,24,3,1965,0,2,4,1,4,2,42,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
592,0,21,2,1572,4,4,4,1,4,0,36,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
593,2,24,2,2718,1,2,3,1,4,1,20,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
594,1,24,1,1358,0,4,4,0,3,2,40,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
595,2,6,1,931,2,1,1,1,1,1,32,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
596,1,24,2,1442,1,3,4,1,4,2,23,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
597,2,24,0,4241,1,2,1,0,4,0,36,3,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
598,0,18,4,2775,1,3,2,0,2,1,31,2,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
599,0,24,3,3863,1,2,1,0,2,4,32,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
600,2,7,2,2329,1,1,1,1,1,0,45,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
601,2,9,2,918,1,2,4,1,1,1,30,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
602,2,24,1,1837,1,3,4,1,4,4,34,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
603,0,36,2,3349,1,2,4,1,2,2,28,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
604,3,10,2,1275,1,1,4,1,2,1,23,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
605,1,24,1,2828,3,2,4,0,4,0,22,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
606,0,24,4,4526,1,2,3,0,2,0,74,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
607,2,36,2,2671,2,2,4,1,4,4,50,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
608,0,18,2,2051,1,1,4,0,1,0,33,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
609,0,15,2,1300,0,4,4,0,4,4,45,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
610,1,12,2,741,2,0,4,1,3,1,22,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
611,3,10,2,1240,2,4,1,1,4,4,48,1,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
612,1,21,2,3357,4,1,4,1,2,2,29,1,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
613,1,24,1,3632,1,2,1,1,4,2,22,1,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
614,0,18,3,1808,1,3,4,1,1,0,22,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
615,2,48,0,12204,0,2,2,0,2,2,48,1,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
616,2,60,3,9157,0,2,2,0,2,4,27,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
617,1,6,4,3676,1,2,1,0,3,0,37,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
618,2,30,2,3441,2,2,2,1,4,2,21,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
619,0,12,2,640,1,2,4,0,2,0,49,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
620,2,21,4,3652,1,3,2,0,3,1,27,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
621,0,18,4,1530,1,2,3,0,2,1,32,2,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
622,0,48,2,3914,0,2,4,0,2,0,38,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
623,1,12,2,1858,1,1,4,1,1,2,22,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
624,1,18,2,2600,1,2,4,0,4,4,65,2,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
625,0,15,2,1979,0,4,4,0,2,2,35,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
626,3,6,2,2116,1,2,2,0,2,0,41,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
627,2,9,1,1437,2,3,2,0,3,4,29,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
628,0,42,4,4042,3,2,4,0,4,0,36,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
629,0,9,2,3832,0,4,1,0,4,0,64,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
630,1,24,2,3660,1,2,2,1,4,2,28,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
631,1,18,1,1553,1,2,4,0,3,2,44,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
632,2,15,2,1444,0,1,4,0,1,1,23,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
633,0,9,2,1980,1,1,2,1,2,2,19,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
634,2,24,2,1355,1,1,3,1,4,2,25,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
635,0,12,2,1393,1,4,4,0,4,1,47,3,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
636,0,24,2,1376,3,3,4,1,1,2,28,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
637,0,60,3,15653,1,3,2,0,4,2,21,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
638,0,12,2,1493,1,1,4,1,3,2,34,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
639,1,42,3,4370,1,3,3,0,2,1,26,2,2,2,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0
640,1,18,2,750,1,0,4,1,1,0,27,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
641,2,15,2,1308,1,4,4,0,4,2,38,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
642,0,15,2,4623,2,2,3,0,2,1,40,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
643,0,24,4,1851,1,3,4,0,2,2,33,2,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
644,1,18,4,1880,1,3,4,0,1,1,32,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
645,0,36,3,7980,0,1,4,0,4,2,27,2,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
646,1,30,0,4583,1,2,2,0,2,0,32,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
647,0,12,2,1386,3,2,2,1,2,1,26,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
648,3,24,2,947,1,3,4,0,3,4,38,1,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
649,1,12,2,684,1,2,4,0,4,2,40,1,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
650,1,48,2,7476,1,3,4,0,1,4,50,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
651,2,12,2,1922,1,2,4,0,2,1,37,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
652,1,24,2,2303,1,4,4,0,1,0,45,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
653,2,36,3,8086,2,4,2,0,4,2,42,4,3,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
654,0,24,4,2346,1,3,4,0,3,2,35,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
655,1,14,2,3973,1,0,1,0,4,4,22,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
656,2,12,2,888,1,4,4,0,4,2,41,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
657,0,48,2,10222,0,3,4,0,3,2,37,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
658,2,30,0,4221,1,2,2,1,1,2,28,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
659,2,18,4,6361,1,4,2,0,1,4,41,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
660,3,12,2,1297,1,2,3,0,4,0,23,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
661,1,12,2,900,0,2,4,0,2,2,23,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
662,0,21,2,2241,1,4,4,0,2,0,50,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
663,2,6,3,1050,1,0,4,0,1,1,35,2,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
664,3,6,4,1047,1,2,2,1,4,1,50,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
665,0,24,4,6314,1,0,4,0,2,4,27,2,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
666,2,30,1,3496,4,2,4,0,2,2,34,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
667,0,48,1,3609,1,2,1,1,1,0,27,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
668,1,12,4,4843,1,4,3,0,4,1,43,2,2,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
669,3,30,4,3017,1,4,4,0,4,1,47,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
670,0,24,4,4139,2,2,3,0,3,1,27,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
671,0,36,2,5742,2,3,2,0,2,2,31,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
672,0,60,2,10366,1,4,2,0,4,1,42,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
673,0,6,4,2080,3,2,1,0,2,2,24,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
674,0,21,3,2580,3,1,4,0,2,0,41,1,1,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
675,0,30,4,4530,1,3,4,1,4,2,26,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
676,0,24,4,5150,1,4,4,0,4,2,33,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
677,2,72,2,5595,2,2,2,0,2,2,24,1,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
