,age,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_work,label,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar
30818,50,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
30819,18,7,0,1,1,0,0,24,<=50K,1,0,0,0,0
30820,52,12,1,1,1,0,0,40,>50K,0,0,0,1,0
30823,36,13,0,1,0,0,1741,40,<=50K,0,0,0,1,0
30824,34,13,0,1,0,0,0,55,>50K,0,0,1,0,0
30825,21,11,0,1,1,0,0,40,<=50K,1,0,0,0,0
30826,46,9,0,1,1,0,0,40,<=50K,0,0,0,0,1
30828,61,14,0,1,0,0,0,25,<=50K,0,0,1,0,0
30829,22,10,0,1,1,0,0,25,<=50K,1,0,0,0,0
30831,36,15,1,1,0,15024,0,50,>50K,0,0,1,0,0
30832,43,14,1,1,0,914,0,40,<=50K,0,0,1,0,0
30833,25,12,1,0,0,0,0,37,>50K,0,1,0,0,0
30834,17,6,0,1,1,0,0,30,<=50K,0,1,0,0,0
30835,45,11,1,1,1,4386,0,38,>50K,1,0,0,0,0
30836,30,15,0,1,1,0,1590,80,<=50K,0,0,1,0,0
30837,40,14,0,1,1,0,0,35,<=50K,0,0,1,0,0
30838,31,14,0,1,1,0,0,45,<=50K,0,0,0,0,1
30839,42,13,1,1,1,0,0,40,>50K,0,0,0,0,1
30840,53,9,1,1,1,0,0,40,>50K,1,0,0,0,0
30841,37,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
30842,37,9,1,1,0,0,0,20,<=50K,0,1,0,0,0
30843,54,10,1,1,0,0,0,40,>50K,0,0,0,1,0
30844,36,9,1,1,0,0,0,30,<=50K,0,1,0,0,0
30845,46,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
30846,46,13,1,1,1,0,0,48,<=50K,0,0,0,1,0
30847,32,5,1,1,1,0,0,50,<=50K,1,0,0,0,0
30848,17,7,0,1,1,594,0,40,<=50K,1,0,0,0,0
30849,42,13,1,0,1,0,0,40,<=50K,0,0,1,0,0
30850,37,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
30851,29,9,1,1,1,0,0,48,<=50K,1,0,0,0,0
30852,54,13,1,1,1,0,0,40,>50K,0,0,0,0,1
30853,38,8,1,1,1,0,0,48,<=50K,1,0,0,0,0
30854,46,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
30855,24,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
30856,57,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
30857,59,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
30858,33,13,1,1,1,0,0,40,>50K,0,0,0,0,1
30859,35,9,1,0,0,0,1594,40,<=50K,0,1,0,0,0
30860,53,9,1,1,1,2829,0,40,<=50K,1,0,0,0,0
30861,26,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
30862,55,14,1,1,1,2228,0,50,<=50K,0,0,0,1,0
30863,46,9,1,0,0,0,0,45,<=50K,0,1,0,0,0
30864,44,13,1,0,1,0,0,38,>50K,0,0,1,0,0
30865,30,11,1,1,1,3137,0,60,<=50K,0,0,0,1,0
30866,24,10,0,1,1,0,0,24,<=50K,1,0,0,0,0
30867,32,6,1,0,0,0,0,37,<=50K,0,1,0,0,0
30868,35,13,0,1,0,0,0,40,<=50K,0,0,0,1,0
30869,67,14,1,1,1,0,0,30,>50K,0,0,0,1,0
30870,56,13,1,1,1,0,0,20,>50K,0,0,0,0,1
30871,26,14,0,0,1,0,0,20,<=50K,0,0,1,0,0
30872,46,12,1,1,0,6497,0,40,<=50K,0,1,0,0,0
30873,52,9,1,1,1,0,0,48,>50K,1,0,0,0,0
30874,38,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
30875,31,9,1,0,1,0,0,50,<=50K,0,0,0,1,0
30876,53,9,1,1,1,0,0,30,<=50K,1,0,0,0,0
30877,27,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
30878,39,13,0,1,0,0,0,40,<=50K,0,1,0,0,0
30879,22,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
30880,37,10,1,1,1,0,0,35,>50K,1,0,0,0,0
30881,20,9,0,1,1,0,0,30,<=50K,0,1,0,0,0
30882,60,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
30883,51,11,1,0,0,0,0,48,<=50K,0,1,0,0,0
30884,57,15,1,1,0,0,0,50,>50K,0,0,1,0,0
30885,59,10,1,1,1,0,0,40,>50K,1,0,0,0,0
30886,37,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
30887,35,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
30888,43,10,1,1,1,0,0,72,>50K,0,0,0,1,0
30889,17,8,0,1,1,0,0,35,<=50K,0,1,0,0,0
30890,45,13,1,1,1,0,0,50,>50K,0,0,1,0,0
30891,18,9,0,1,0,0,0,40,<=50K,0,0,0,1,0
30892,52,8,1,1,0,0,0,40,<=50K,1,0,0,0,0
30893,18,10,0,1,1,0,0,9,<=50K,1,0,0,0,0
30894,20,10,0,0,1,0,0,40,<=50K,1,0,0,0,0
30895,34,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
30896,19,9,0,0,0,0,0,20,<=50K,1,0,0,0,0
30898,17,5,0,1,1,0,0,45,<=50K,0,1,0,0,0
30899,30,13,0,1,0,0,0,35,<=50K,0,1,0,0,0
30900,29,13,0,1,0,0,0,45,<=50K,1,0,0,0,0
30901,30,10,1,1,1,8614,0,50,>50K,0,0,0,0,1
30903,50,13,1,0,0,0,0,37,<=50K,0,1,0,0,0
30904,22,9,0,1,1,0,0,40,<=50K,0,0,0,1,0
30905,21,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
30906,39,5,1,1,1,0,0,40,<=50K,1,0,0,0,0
30907,20,10,0,1,0,4416,0,25,<=50K,0,1,0,0,0
30908,62,12,1,1,0,0,0,7,<=50K,0,1,0,0,0
30909,32,10,1,1,0,0,0,38,<=50K,0,0,0,0,1
30910,38,12,1,1,1,0,0,40,>50K,0,1,0,0,0
30911,32,10,1,0,0,3887,0,40,<=50K,0,1,0,0,0
30912,55,13,1,1,0,3464,0,40,<=50K,0,1,0,0,0
30913,38,14,1,1,1,99999,0,70,>50K,0,0,0,0,1
30914,34,7,0,1,1,0,0,30,<=50K,0,1,0,0,0
30915,28,9,0,1,1,0,0,20,<=50K,0,1,0,0,0
30916,26,10,0,1,0,0,0,37,<=50K,0,0,0,1,0
30917,41,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
30918,61,16,1,1,1,0,1902,40,>50K,0,0,1,0,0
30919,75,9,1,1,1,3456,0,40,<=50K,1,0,0,0,0
30920,21,11,1,1,0,0,0,50,<=50K,0,1,0,0,0
30921,50,9,1,1,1,0,0,40,>50K,1,0,0,0,0
30923,26,9,1,1,1,0,0,65,<=50K,1,0,0,0,0
30924,39,4,0,1,1,0,0,40,<=50K,0,1,0,0,0
30925,24,10,0,0,1,0,0,40,<=50K,0,0,1,0,0
30926,56,9,1,1,1,0,0,18,<=50K,1,0,0,0,0
30927,17,7,0,0,1,0,0,17,<=50K,0,1,0,0,0
30928,37,9,1,1,1,0,0,52,>50K,1,0,0,0,0
30929,23,11,1,1,0,0,0,30,<=50K,1,0,0,0,0
30931,57,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
30932,42,13,1,1,1,0,0,45,>50K,0,1,0,0,0
30933,25,13,1,1,0,0,0,40,<=50K,0,0,0,1,0
30934,22,13,0,1,1,0,0,20,<=50K,1,0,0,0,0
30935,39,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
30936,54,7,1,0,0,0,0,40,>50K,0,1,0,0,0
30937,41,13,1,1,1,0,0,50,<=50K,0,0,0,0,1
30938,43,9,1,0,1,0,0,40,<=50K,0,0,0,0,1
30939,19,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
30940,35,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
30941,34,9,1,1,1,0,0,60,>50K,0,0,1,0,0
30942,19,9,1,1,0,0,0,30,<=50K,0,1,0,0,0
30943,33,10,1,1,0,0,0,40,<=50K,0,0,0,0,1
30944,33,10,0,1,1,0,0,52,<=50K,0,0,1,0,0
30945,49,14,1,1,1,0,0,65,>50K,0,0,0,0,1
30946,31,9,1,1,0,0,0,50,<=50K,0,1,0,0,0
30948,41,11,1,1,1,4386,0,60,>50K,0,0,0,1,0
30949,24,9,1,0,0,0,0,40,<=50K,1,0,0,0,0
30950,45,9,1,1,0,0,0,38,>50K,0,0,0,0,1
30951,63,13,1,1,1,15024,0,45,>50K,0,0,1,0,0
30952,75,10,1,1,1,0,0,16,<=50K,1,0,0,0,0
30953,34,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
30954,69,13,1,0,1,9386,0,50,>50K,0,0,0,0,1
30955,33,14,0,1,0,0,0,40,<=50K,0,0,1,0,0
30956,44,9,0,1,0,0,0,43,<=50K,0,1,0,0,0
30957,45,13,1,1,1,3103,0,40,>50K,1,0,0,0,0
30958,18,7,0,1,0,0,0,20,<=50K,0,0,0,1,0
30959,48,9,1,1,0,0,0,52,<=50K,0,0,0,1,0
30960,43,9,1,1,1,0,0,40,>50K,1,0,0,0,0
30961,26,9,1,0,1,0,1848,60,>50K,1,0,0,0,0
30962,35,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
30963,34,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
30964,48,9,1,1,1,0,0,70,>50K,0,1,0,0,0
30965,54,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
30966,57,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
30967,21,9,0,1,1,0,0,60,<=50K,1,0,0,0,0
30968,28,10,1,0,1,0,0,55,<=50K,0,0,0,0,1
30969,51,11,1,1,1,0,0,40,>50K,1,0,0,0,0
30970,34,9,1,1,1,0,0,53,>50K,0,1,0,0,0
30971,41,10,1,1,1,0,0,45,>50K,0,1,0,0,0
30972,21,10,0,1,0,0,0,27,<=50K,0,1,0,0,0
30973,26,13,1,1,1,0,0,58,>50K,0,0,1,0,0
30974,66,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
30975,40,16,1,0,1,0,1977,45,>50K,0,0,1,0,0
30976,48,12,1,1,0,0,0,40,<=50K,0,1,0,0,0
30978,41,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
30979,41,13,1,1,1,15024,0,60,>50K,0,1,0,0,0
30980,55,12,1,0,1,0,0,40,>50K,0,0,1,0,0
30981,43,13,1,1,1,0,0,40,>50K,0,0,0,1,0
30982,51,11,1,1,1,0,0,50,>50K,0,1,0,0,0
30983,31,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
30984,30,13,1,1,1,6849,0,60,<=50K,1,0,0,0,0
30985,51,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
30986,31,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
30987,18,10,0,1,1,0,0,37,<=50K,0,1,0,0,0
30988,60,9,1,1,0,0,1092,40,<=50K,0,0,0,0,1
30989,29,9,0,0,0,0,0,40,<=50K,0,0,0,0,1
30990,33,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
30991,34,3,1,1,1,0,0,40,<=50K,1,0,0,0,0
30992,40,14,0,1,1,0,0,99,<=50K,0,1,0,0,0
30993,57,10,1,1,0,0,0,38,<=50K,0,1,0,0,0
30994,55,13,1,1,0,0,0,60,<=50K,0,0,1,0,0
30995,40,12,1,1,1,0,0,60,<=50K,0,0,0,0,1
30996,26,13,0,1,0,0,0,35,<=50K,0,0,0,0,1
30997,29,10,1,0,1,0,0,40,<=50K,0,1,0,0,0
30998,30,13,1,1,0,0,0,40,<=50K,0,1,0,0,0
30999,29,14,0,1,1,0,0,50,>50K,0,0,0,1,0
31000,43,10,1,1,1,0,0,50,>50K,1,0,0,0,0
31001,65,7,1,1,0,0,0,8,<=50K,0,1,0,0,0
31002,19,10,0,0,1,0,0,35,<=50K,0,0,0,1,0
31003,35,9,1,0,1,0,1887,50,>50K,0,0,0,1,0
31004,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31005,34,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
31006,61,11,1,1,1,0,1887,60,>50K,1,0,0,0,0
31007,63,9,1,1,0,0,0,32,<=50K,0,0,0,0,1
31008,47,13,1,1,1,0,0,40,>50K,0,0,0,0,1
31009,31,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31010,18,10,0,1,1,2907,0,30,<=50K,1,0,0,0,0
31011,29,13,1,1,1,0,0,45,>50K,0,0,0,1,0
31012,59,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31013,50,14,1,1,1,0,0,62,>50K,0,0,0,0,1
31014,49,4,1,1,1,2407,0,50,<=50K,1,0,0,0,0
31015,60,13,1,1,1,0,0,45,>50K,0,0,0,0,1
31016,35,14,1,1,1,0,0,40,>50K,0,0,0,1,0
31017,48,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31019,41,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
31020,56,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
31021,26,8,0,0,1,0,0,40,<=50K,0,1,0,0,0
31022,53,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31023,23,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
31024,58,4,1,1,1,0,0,50,<=50K,1,0,0,0,0
31025,61,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31026,29,10,1,1,1,0,0,60,<=50K,1,0,0,0,0
31027,22,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31028,43,13,1,1,1,0,1977,50,>50K,0,0,0,0,1
31029,31,10,0,1,1,0,0,30,<=50K,0,1,0,0,0
31030,90,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31031,53,11,1,1,0,0,0,40,<=50K,0,0,1,0,0
31033,55,9,1,0,1,3411,0,40,<=50K,1,0,0,0,0
31034,34,16,0,1,0,0,0,60,<=50K,0,0,1,0,0
31035,28,10,1,1,1,5013,0,55,<=50K,1,0,0,0,0
31037,36,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
31038,33,13,1,0,0,0,0,40,<=50K,0,0,1,0,0
31039,17,6,0,1,0,0,0,12,<=50K,0,1,0,0,0
31040,38,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
31041,60,11,1,1,1,0,0,60,<=50K,1,0,0,0,0
31042,34,13,1,1,1,0,0,50,>50K,0,0,0,0,1
31044,57,3,1,1,1,0,0,40,<=50K,0,1,0,0,0
31045,39,9,1,1,1,0,0,60,<=50K,0,0,0,1,0
31046,50,13,1,1,1,0,0,80,<=50K,1,0,0,0,0
31047,45,13,1,0,1,0,0,40,<=50K,0,0,1,0,0
31048,37,13,1,1,1,0,0,35,<=50K,0,0,0,0,1
31049,27,10,0,1,1,0,0,48,<=50K,1,0,0,0,0
31050,43,13,1,1,0,0,0,45,>50K,0,0,0,0,1
31051,41,10,1,0,0,0,0,36,<=50K,0,1,0,0,0
31052,20,14,0,1,1,0,0,25,<=50K,0,0,0,0,1
31053,44,14,1,1,0,0,0,20,<=50K,0,0,0,0,1
31054,50,11,1,1,1,0,0,50,>50K,0,0,0,0,1
31055,54,9,1,1,0,0,0,45,<=50K,0,0,0,0,1
31056,31,13,0,1,0,0,1564,60,>50K,0,0,0,0,1
31057,33,10,0,1,0,0,0,35,<=50K,0,1,0,0,0
31058,22,5,0,1,1,0,0,50,<=50K,0,1,0,0,0
31059,46,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31060,30,13,1,0,0,0,0,40,>50K,0,1,0,0,0
31063,57,10,1,1,1,0,0,25,<=50K,0,0,0,0,1
31064,26,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31065,52,12,1,1,1,0,0,40,>50K,0,1,0,0,0
31066,55,14,1,1,0,0,0,45,<=50K,0,0,1,0,0
31067,47,13,1,1,1,0,0,40,>50K,0,0,0,1,0
31068,19,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31069,26,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31070,44,12,1,1,0,0,0,40,>50K,0,0,1,0,0
31071,42,14,0,1,1,0,0,40,>50K,0,0,0,0,1
31072,39,10,1,1,1,0,0,60,<=50K,0,0,0,0,1
31074,26,9,0,1,0,0,0,50,<=50K,0,1,0,0,0
31075,26,14,1,1,1,0,0,20,<=50K,0,0,1,0,0
31076,50,14,1,1,1,0,0,55,<=50K,0,0,0,1,0
31077,46,14,1,1,1,0,0,50,>50K,0,0,0,0,1
31078,18,10,0,1,1,2176,0,20,<=50K,0,1,0,0,0
31079,26,13,0,0,1,0,0,60,<=50K,0,0,0,0,1
31080,32,13,1,1,1,0,1902,40,>50K,0,0,0,1,0
31081,50,3,1,1,0,0,0,34,<=50K,0,1,0,0,0
31082,47,10,1,1,1,0,0,40,>50K,0,1,0,0,0
31083,52,9,1,1,0,0,0,25,<=50K,0,1,0,0,0
31084,25,10,1,1,1,0,0,40,>50K,0,0,0,0,1
31085,42,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
31086,53,9,1,1,1,0,0,45,<=50K,0,0,0,0,1
31087,30,9,0,0,0,0,0,8,<=50K,1,0,0,0,0
31088,23,2,0,1,1,0,0,36,<=50K,1,0,0,0,0
31090,32,10,1,1,1,0,0,60,<=50K,1,0,0,0,0
31091,29,9,1,1,1,0,0,25,<=50K,0,0,1,0,0
31092,40,12,1,1,1,0,0,40,<=50K,0,1,0,0,0
31093,45,14,1,1,1,0,0,40,>50K,0,0,1,0,0
31095,55,13,1,1,1,0,0,40,>50K,0,0,1,0,0
31096,59,14,1,1,1,0,0,40,>50K,0,0,1,0,0
31097,56,11,1,1,1,15024,0,40,>50K,0,0,0,1,0
31098,23,8,0,1,1,0,0,50,<=50K,1,0,0,0,0
31099,37,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
31100,25,9,1,1,1,0,0,48,<=50K,1,0,0,0,0
31102,27,5,0,1,0,0,0,24,<=50K,0,1,0,0,0
31103,21,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
31104,47,9,1,1,1,5178,0,40,>50K,1,0,0,0,0
31105,38,10,1,1,1,0,0,60,<=50K,1,0,0,0,0
31106,62,14,1,1,0,10520,0,33,>50K,0,0,1,0,0
31107,27,10,1,1,1,0,0,40,<=50K,0,0,0,1,0
31109,27,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
31110,40,10,1,1,0,0,0,40,>50K,0,1,0,0,0
31111,22,10,0,0,1,99999,0,55,>50K,0,0,0,1,0
31112,33,9,1,1,1,0,0,60,<=50K,0,0,0,0,1
31113,28,11,1,1,0,0,0,5,<=50K,0,0,1,0,0
31114,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31115,29,9,0,1,1,0,0,55,<=50K,1,0,0,0,0
31116,46,5,1,1,0,0,0,40,<=50K,0,0,0,0,1
31117,30,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31119,28,10,0,0,1,0,0,40,<=50K,1,0,0,0,0
31120,39,13,1,1,1,0,0,40,<=50K,0,1,0,0,0
31121,35,10,0,1,1,0,0,40,<=50K,0,0,0,1,0
31122,50,10,1,1,0,0,0,39,<=50K,0,0,0,1,0
31124,63,5,1,1,0,0,0,20,<=50K,0,1,0,0,0
31125,56,11,1,1,1,0,0,48,>50K,1,0,0,0,0
31126,46,10,1,1,1,0,0,40,>50K,0,1,0,0,0
31127,19,10,0,1,0,0,0,30,<=50K,0,1,0,0,0
31129,31,9,1,1,0,0,0,15,<=50K,0,1,0,0,0
31130,51,14,1,1,1,0,0,40,>50K,0,0,0,0,1
31131,17,7,0,1,1,0,0,5,<=50K,0,0,0,1,0
31132,27,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
31133,30,10,0,1,1,0,0,45,<=50K,0,1,0,0,0
31134,18,10,0,1,0,0,0,20,<=50K,0,1,0,0,0
31135,41,10,1,1,1,4650,0,40,<=50K,0,0,0,0,1
31136,40,14,1,1,0,0,0,40,>50K,0,0,1,0,0
31137,35,13,0,1,1,0,0,50,<=50K,0,0,0,1,0
31138,29,9,0,1,0,0,0,10,<=50K,0,0,0,1,0
31139,27,13,1,1,1,0,1848,55,>50K,0,0,0,1,0
31140,25,6,0,1,1,2597,0,50,<=50K,1,0,0,0,0
31141,53,2,1,0,0,0,0,40,<=50K,0,1,0,0,0
31142,53,13,1,1,1,0,0,35,<=50K,0,1,0,0,0
31143,26,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
31144,41,13,1,1,1,0,0,70,<=50K,0,0,1,0,0
31145,28,9,1,1,1,0,0,70,<=50K,0,0,0,0,1
31146,48,14,1,1,1,0,0,60,<=50K,0,0,1,0,0
31147,22,13,0,1,1,0,0,30,<=50K,0,0,0,0,1
31148,40,15,1,1,1,7688,0,40,>50K,0,0,1,0,0
31149,52,13,1,1,1,0,1902,60,>50K,0,0,0,0,1
31150,53,14,1,0,0,0,1669,35,<=50K,0,0,1,0,0
31151,40,10,1,1,1,7298,0,50,>50K,1,0,0,0,0
31152,57,12,1,1,1,0,0,75,<=50K,1,0,0,0,0
31153,53,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
31154,23,10,0,1,0,0,0,8,<=50K,0,1,0,0,0
31155,31,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31156,20,5,0,1,1,0,0,28,<=50K,1,0,0,0,0
31157,25,15,0,1,0,0,0,20,<=50K,0,0,1,0,0
31158,37,10,0,0,0,0,0,40,<=50K,0,0,0,0,1
31159,50,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31160,34,9,1,1,1,0,0,35,<=50K,1,0,0,0,0
31161,37,13,1,1,1,0,0,50,>50K,0,0,0,0,1
31162,52,13,1,1,1,0,0,45,>50K,0,0,0,0,1
31163,29,11,1,1,1,0,0,90,<=50K,1,0,0,0,0
31164,49,10,1,1,1,0,1887,40,>50K,0,0,0,0,1
31165,31,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
31166,47,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31167,51,9,1,1,1,0,0,70,<=50K,1,0,0,0,0
31168,27,9,1,1,0,0,0,50,<=50K,0,0,0,1,0
31169,23,13,0,1,1,0,0,40,<=50K,0,0,0,0,1
31170,55,9,1,1,1,0,0,46,<=50K,0,0,1,0,0
31171,28,10,1,1,1,0,0,50,>50K,0,0,0,0,1
31172,31,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
31173,30,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
31174,23,13,0,1,1,0,0,60,<=50K,0,0,1,0,0
31175,19,9,0,1,1,0,0,50,<=50K,0,0,0,1,0
31176,22,10,0,1,1,0,0,25,<=50K,0,0,0,1,0
31177,50,9,1,1,0,0,0,25,<=50K,0,1,0,0,0
31179,21,9,0,1,1,0,0,35,<=50K,0,1,0,0,0
31180,75,10,1,1,1,0,0,40,>50K,0,0,0,1,0
31181,29,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
31182,47,10,1,1,1,0,0,40,>50K,1,0,0,0,0
31183,20,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31184,33,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31185,45,16,1,0,1,0,0,45,>50K,0,0,1,0,0
31186,41,11,1,1,0,0,0,43,<=50K,0,0,1,0,0
31187,23,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31188,38,13,1,1,1,5178,0,50,>50K,0,1,0,0,0
31189,67,10,1,1,1,0,0,41,>50K,0,1,0,0,0
31190,21,10,0,1,1,0,0,35,<=50K,0,1,0,0,0
31191,38,10,0,1,1,0,0,45,<=50K,0,0,1,0,0
31192,31,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31194,59,10,1,1,1,0,0,40,<=50K,0,0,0,1,0
31195,36,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31196,50,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
31197,60,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
31198,30,14,1,1,1,0,0,45,>50K,0,0,0,0,1
31199,28,13,0,1,1,0,0,50,<=50K,0,0,0,1,0
31200,36,10,1,1,1,0,0,60,>50K,1,0,0,0,0
31202,27,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
31203,18,8,0,1,0,0,0,20,<=50K,0,1,0,0,0
31204,44,10,1,1,1,0,1485,40,>50K,0,0,0,0,1
31205,56,4,1,0,1,0,0,40,<=50K,0,1,0,0,0
31206,51,13,1,0,1,0,0,40,>50K,0,1,0,0,0
31207,48,13,1,1,1,0,0,45,>50K,0,0,1,0,0
31208,31,11,1,1,1,0,0,45,<=50K,0,0,1,0,0
31209,35,11,0,1,1,0,0,40,<=50K,1,0,0,0,0
31210,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31211,36,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31212,47,12,1,1,1,0,1672,65,<=50K,1,0,0,0,0
31213,23,10,0,1,1,0,0,25,<=50K,0,1,0,0,0
31214,21,10,0,0,0,0,0,20,<=50K,0,0,0,1,0
31215,49,10,1,0,0,0,0,60,<=50K,0,0,0,0,1
31216,51,15,1,1,1,15024,0,60,>50K,0,0,1,0,0
31217,46,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
31218,31,9,1,1,1,3137,0,45,<=50K,1,0,0,0,0
31219,27,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31221,48,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31222,30,10,1,0,0,0,0,40,<=50K,0,1,0,0,0
31223,29,13,1,1,1,0,0,50,<=50K,0,0,1,0,0
31224,50,14,0,1,0,0,0,50,<=50K,0,0,0,0,1
31225,18,9,0,0,1,0,0,35,<=50K,1,0,0,0,0
31226,37,9,1,1,1,0,1902,55,>50K,0,0,0,0,1
31227,51,9,1,1,1,0,0,60,>50K,0,0,0,1,0
31228,31,9,1,1,1,0,0,47,<=50K,1,0,0,0,0
31229,29,11,1,0,1,14344,0,40,>50K,0,1,0,0,0
31230,39,6,1,1,1,0,2051,40,<=50K,1,0,0,0,0
31231,48,10,1,0,1,0,0,40,>50K,0,0,0,1,0
31232,44,13,1,1,1,7688,0,50,>50K,0,0,0,1,0
31233,39,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
31234,22,7,0,1,1,0,0,35,<=50K,1,0,0,0,0
31236,42,5,1,1,1,0,0,40,<=50K,1,0,0,0,0
31237,18,9,0,1,0,0,0,33,<=50K,0,0,0,1,0
31238,27,10,1,1,0,0,0,25,<=50K,0,0,0,1,0
31239,51,6,1,0,0,0,0,40,<=50K,1,0,0,0,0
31240,27,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
31241,60,7,1,1,1,0,0,50,<=50K,1,0,0,0,0
31242,36,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
31243,45,13,1,0,1,0,0,60,>50K,0,0,0,0,1
31244,40,9,1,1,1,0,0,52,>50K,0,0,0,1,0
31245,63,10,1,1,1,4386,0,40,>50K,0,0,1,0,0
31246,41,9,1,0,1,0,0,50,<=50K,1,0,0,0,0
31248,34,9,1,1,0,1151,0,48,<=50K,1,0,0,0,0
31249,34,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
31250,31,13,1,1,0,0,0,40,>50K,0,1,0,0,0
31251,22,12,0,1,0,0,0,15,<=50K,0,0,1,0,0
31252,49,10,1,1,1,0,0,50,>50K,0,0,0,0,1
31254,36,15,1,1,1,0,0,50,>50K,0,0,1,0,0
31255,27,13,0,1,1,0,0,37,<=50K,0,1,0,0,0
31256,52,9,1,1,1,0,1887,60,>50K,1,0,0,0,0
31257,29,9,1,0,1,0,0,50,<=50K,0,1,0,0,0
31258,27,6,1,1,1,0,0,35,<=50K,1,0,0,0,0
31259,42,9,0,1,0,0,0,65,<=50K,0,1,0,0,0
